Company Name,NAIC Company Code,Insurance Product Name,Sub Type Of Insurance,Filing Type,Filing Status,SERFF Tracking Number,Page Number
Lincoln Life & Annuity Company of New York,62057,Group Dental,H10G.000 Health - Dental,Normal Pre-Approval,Closed - APEXT Approval Extended,JEPT-134011412,19
Lincoln Life & Annuity Company of New York,62057,Group Dental,H10G.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,JEPT-132513138,19
Lincoln Life & Annuity Company of New York,62057,Group Dental,H10G.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,JEPT-134135046,19
Lincoln Life & Annuity Company of New York,62057,Group Dental,H10G.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,JEPT-133790739,19
Lincoln Life & Annuity Company of New York,62057,Group Disability Benefits Law,H11G.004 Other,Normal Pre-Approval,Closed - APPR Approved,JEPT-133809912,19
Lincoln Life & Annuity Company of New York,62057,Group Disability Income,H11G.003 Long Term,Normal Pre-Approval,Closed - APPR Approved,JEPT-132663375,19
Lincoln Life & Annuity Company of New York,62057,Group Disability Income,H11G.003 Long Term,Normal Pre-Approval,Closed - APPR Approved,JEPT-132534918,19
Lincoln Life & Annuity Company of New York,62057,Group Health,H21.000 Health - Other,Filed for Reference,Closed - FIREF Filed for Reference Purposes,JEPT-133194004,19
Lincoln Life & Annuity Company of New York,62057,Group Health,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,JEPT-132278698,19
Lincoln Life & Annuity Company of New York,62057,Group Health-Other,H21.000 Health - Other,Approval Extended,Closed - APEXT Approval Extended,JEPT-133695848,19
Lincoln Life & Annuity Company of New York,62057,Group Health-Other,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,JEPT-131371890,19
Lincoln Life & Annuity Company of New York,62057,Group Health-Other,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,JEPT-133455500,19
Lincoln Life & Annuity Company of New York,62057,Group Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Normal Pre-Approval,Closed - APPR Approved,JEPT-133083575,19
Lincoln Life & Annuity Company of New York,62057,Group Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Normal Pre-Approval,Closed - APPR Approved,JEPT-133823976,19
Lincoln Life & Annuity Company of New York,62057,Group Long Term Disability,H11G.003 Long Term,Normal Pre-Approval,Closed - APPR Approved,JEPT-131679287,19
Lincoln Life & Annuity Company of New York,62057,Group Long Term Disability,H11G.003 Long Term,Normal Pre-Approval,Closed - APPR Approved,JEPT-132149207,19
Lincoln Life & Annuity Company of New York,62057,Group Long Term Disability,H11G.003 Long Term,Normal Pre-Approval,Closed - APPR Approved,JEPT-131923458,19
Lincoln Life & Annuity Company of New York,62057,Group Multi-Line,H21.000 Health - Other,Normal Pre-Approval,Closed - FIREF Filed for Reference Purposes,JEPT-131558946,19
Lincoln Life & Annuity Company of New York,62057,Group NYDBL,H11G.004 Other,Normal Pre-Approval,Closed - APPR Approved,JEPT-131341958,19
Lincoln Life & Annuity Company of New York,62057,Group NYDBL,H11G.004 Other,Normal Pre-Approval,Closed - APPR Approved,JEPT-131637936,19
Lincoln Life & Annuity Company of New York,62057,Group NYDBL,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,JEPT-132534225,19
Lincoln Life & Annuity Company of New York,62057,Group NYDBL,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,JEPT-132076407,19
Lincoln Life & Annuity Company of New York,62057,Group NYDBL,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,JEPT-132543962,19
Lincoln Life & Annuity Company of New York,62057,Group NYDBL,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,JEPT-134659958,19
Lincoln Life & Annuity Company of New York,62057,Group Paid Family Leave,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,JEPT-133407689,19
Lincoln Life & Annuity Company of New York,62057,Group Paid Family Leave,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,JEPT-134659938,19
Lincoln Life & Annuity Company of New York,62057,Group Short Term Disability,H11G.002 Short Term,Normal Pre-Approval,Closed - APPR Approved,JEPT-131682111,19
Lincoln Life & Annuity Company of New York,62057,Group Short Term Disability,H11G.002 Short Term,Normal Pre-Approval,Closed - APPR Approved,JEPT-131923342,19
Lincoln Life & Annuity Company of New York,62057,Home Office Address Change - Group Health,H21.000 Health - Other,Filed for Reference,Closed - FIREF Filed for Reference Purposes,CRCP-131772944,19
Lincoln Life & Annuity Company of New York,62057,Home Office Address Change - Individual Health,H21.000 Health - Other,Filed for Reference,Closed - FIREF Filed for Reference Purposes,CRCP-131772938,19
Lincoln Life Assurance Company of Boston,65315,Group Accidental Death & Dismemberment,H03G.000 Health - Accidental Death & Dismemberment,Certification by Checklist,Closed - APPR Approved,JEPT-132106137,19
Lincoln Life Assurance Company of Boston,65315,Group Accidental Death & Dismemberment,H03G.000 Health - Accidental Death & Dismemberment,Normal Pre-Approval,Closed - APPR Approved,JEPT-132320763,19
Lincoln Life Assurance Company of Boston,65315,Group Accidental Death & Dismemberment,H03G.000 Health - Accidental Death & Dismemberment,Certification by Checklist,Closed - APPR Approved,JEPT-132074993,20
Lincoln Life Assurance Company of Boston,65315,Group Accidental Death & Dismemberment,H03G.000 Health - Accidental Death & Dismemberment,Certification by Checklist,Closed - APPR Approved,JEPT-132074988,20
Lincoln Life Assurance Company of Boston,65315,Group Accidental Death & Dismemberment,H03G.000 Health - Accidental Death & Dismemberment,Normal Pre-Approval,Closed - APPR Approved,JEPT-132516776,20
Lincoln Life Assurance Company of Boston,65315,Group Accidental Death & Dismemberment,H03G.000 Health - Accidental Death & Dismemberment,Filed for Reference,Closed - FIREF Filed for Reference Purposes,JEPT-132643559,20
Lincoln Life Assurance Company of Boston,65315,Group Combined Disability,H11G.005 Combined Short Term and Long Term,Certification by Checklist,Closed - APPR Approved,JEPT-132091023,20
Lincoln Life Assurance Company of Boston,65315,Group Combined Disability,H11G.005 Combined Short Term and Long Term,Certification by Checklist,Closed - APPR Approved,JEPT-132091058,20
Lincoln Life Assurance Company of Boston,65315,Group Combined Disability,H11G.005 Combined Short Term and Long Term,Certification by Checklist,Closed - APPR Approved,JEPT-132091057,20
Lincoln Life Assurance Company of Boston,65315,Group Disability Benefits Law,Statutory Disability Benefits Law Coverage,Normal Pre-Approval,Closed - APPR Approved,JEPT-132145790,20
Lincoln Life Assurance Company of Boston,65315,Group Disability Benefits Law,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,JEPT-132440818,20
Lincoln Life Assurance Company of Boston,65315,Group Disability Income,H11G.005 Combined Short Term and Long Term,Normal Pre-Approval,Closed - APPR Approved,JEPT-132663817,20
Lincoln Life Assurance Company of Boston,65315,Group Disability Income,H11G.005 Combined Short Term and Long Term,Normal Pre-Approval,Closed - APPR Approved,JEPT-132553858,20
Lincoln Life Assurance Company of Boston,65315,Group Disability Income,H11G.005 Combined Short Term and Long Term,Normal Pre-Approval,Closed - APPR Approved,JEPT-132292828,20
Lincoln Life Assurance Company of Boston,65315,Group Health,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,JEPT-132278699,20
Lincoln Life Assurance Company of Boston,65315,Group Health - Other,H21.000 Health - Other,Certification by Previously Approved Form,Closed - APPR Approved,JEPT-132251887,20
Lincoln Life Assurance Company of Boston,65315,Group Health - Other,H21.000 Health - Other,Certification by Checklist,Closed - APPR Approved,JEPT-132068664,20
Lincoln Life Assurance Company of Boston,65315,Group Long Term Disability,H11G.003 Long Term,Certification by Checklist,Closed - APPR Approved,JEPT-132116723,20
Lincoln Life Assurance Company of Boston,65315,Group NYDBL,Statutory Disability Benefits Law Coverage,Normal Pre-Approval,Closed - APPR Approved,JEPT-132627045,20
Lincoln Life Assurance Company of Boston,65315,Group NYDBL,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,JEPT-132079884,20
Lincoln Life Assurance Company of Boston,65315,Group NYDBL,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,JEPT-132543070,20
Manhattan Life Insurance Company,65870,Group Applications,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,LWEL-131582210,20
Manhattan Life Insurance Company,65870,Group Critical Illness Insurance,H07G.001 Critical Illness,Normal Pre-Approval,Closed - APPR Approved,LWEL-131706723,20
Manhattan Life Insurance Company,65870,Group Disability Insurance,H11G.005 Combined Short Term and Long Term,Normal Pre-Approval,Closed - APPR Approved,LWEL-131579491,20
Manhattan Life Insurance Company,65870,Group Limited Benefit Accident Insurance,H02G.000 Health - Accident Only,Normal Pre-Approval,Closed - APPR Approved,LWEL-132370815,20
Manufacturers Alliance Insurance Company,36897,Employer Stop Loss,H12.004 Self-Funded Health Plan,Normal Pre-Approval,Closed - APPR Approved,OREP-133941410,20
Markel Insurance Company,38970,Employer Stop Loss,H12.004 Self-Funded Health Plan,Normal Pre-Approval,Closed - APPR Approved,MRKC-132298752,20
Massachusetts Mutual Life Insurance Company,65935,2022 Worksite - Critical Illness - Change Application,H07G.001 Critical Illness,Normal Pre-Approval,Closed - APPR Approved,MASS-134539795,20
Massachusetts Mutual Life Insurance Company,65935,2017 WS Group Combo Application,H07G.001 Critical Illness,Normal Pre-Approval,Closed - APPR Approved,MASS-131450170,20
Massachusetts Mutual Life Insurance Company,65935,2017 WS Group Combo Application,H07G.001 Critical Illness,Filed for Reference,Closed - FIREF Filed for Reference Purposes,MASS-131874630,20
Massachusetts Mutual Life Insurance Company,65935,2020 DI-LIFE COMBINATION APP A2000 - DI,H11I.008 Combined Short Term and Long Term - Unrelated to marketing with employer or association groups,Certification by Previously Approved Form,Closed - APPR Approved,MASS-132627914,20
Massachusetts Mutual Life Insurance Company,65935,2020 WS Applications,H07G.001 Critical Illness,Normal Pre-Approval,Closed - APPR Approved,MASS-132703413,20
Massachusetts Mutual Life Insurance Company,65935,2022 Worksite - Critical Illness,H07G.001 Critical Illness,Normal Pre-Approval,Closed - APPR Approved,MASS-134330179,20
Massachusetts Mutual Life Insurance Company,65935,2022 Worksite - Critical Illness -Electronic Application,H07G.001 Critical Illness,Normal Pre-Approval,Closed - APPR Approved,MASS-134330938,20
Massachusetts Mutual Life Insurance Company,65935,A2000NY-US 0921,H11I.008 Combined Short Term and Long Term - Unrelated to marketing with employer or association groups,Certification by Previously Approved Form,Closed - APPR Approved,MASS-132991391,20
Massachusetts Mutual Life Insurance Company,65935,"DI - Multi-Life Gender, MMIPO (IS FORMS); MMIPO APP: A2000, F200 (HEALTH)",H11I.008 Combined Short Term and Long Term - Unrelated to marketing with employer or association groups,Normal Pre-Approval,Closed - APPR Approved,MASS-131335671,20
Massachusetts Mutual Life Insurance Company,65935,DI Multi-Life,H11I.009 Combined Short Term and Long Term - Related to marketing with employer or association groups,Normal Pre-Approval,Closed - APPR Approved,MASS-131964718,20
Massachusetts Mutual Life Insurance Company,65935,DI Multi-Life Gender,H11I.009 Combined Short Term and Long Term - Related to marketing with employer or association groups,Normal Pre-Approval,Closed - APPR Approved,MASS-131911359,20
Massachusetts Mutual Life Insurance Company,65935,NY A2000 DI - Life Section Update,H11I.004 Other,Certification by Previously Approved Form,Closed - APPR Approved,MASS-131475227,20
Massachusetts Mutual Life Insurance Company,65935,NY A2000 DI - Update,H11I.004 Other,Certification by Previously Approved Form,Closed - APPR Approved,MASS-131364364,20
Massachusetts Mutual Life Insurance Company,65935,Radius Choice Enhancements,H11I.008 Combined Short Term and Long Term - Unrelated to marketing with employer or association groups,Normal Pre-Approval,Closed - APPR Approved,MASS-132500763,20
Massachusetts Mutual Life Insurance Company,65935,Radius Choice Enhancements,H11I.009 Combined Short Term and Long Term - Related to marketing with employer or association groups,Normal Pre-Approval,Closed - APPR Approved,MASS-132500778,20
Massachusetts Mutual Life Insurance Company,65935,Radius Choice Enhancements,H11I.009 Combined Short Term and Long Term - Related to marketing with employer or association groups,Normal Pre-Approval,Closed - APPR Approved,MASS-132500764,20
Medco Containment Insurance Company of NY,34720,EGWP,H17G.000 Health - Prescription Drug,Normal Pre-Approval,Closed - APPR Approved,CCGH-133743234,20
MetroPlus Health Plan,95546,All Markets,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,MPHP-133103069,20
MetroPlus Health Plan,95546,CHPlus Benefit Expansion,H16I.005C Individual - Other,Normal Pre-Approval,Closed - APPR Approved,MPHP-133460246,20
MetroPlus Health Plan,95546,GoldCare Forms,HOrg02G.003C Large Group Only - HMO,Normal Pre-Approval,Closed - APPR Approved,MPHP-134546268,20
MetroPlus Health Plan,95546,GoldCare Forms,HOrg02G.003C Large Group Only - HMO,Normal Pre-Approval,Closed - APPR Approved,MPHP-132434381,20
MetroPlus Health Plan,95546,GoldCare Forms,HOrg02G.003C Large Group Only - HMO,Normal Pre-Approval,Closed - APPR Approved,MPHP-133207064,20
MetroPlus Health Plan,95546,GoldCare Forms,HOrg02G.003C Large Group Only - HMO,Normal Pre-Approval,Closed - APPR Approved,MPHP-132865104,20
MetroPlus Health Plan,95546,GoldCare Forms,HOrg02G.003C Large Group Only - HMO,Normal Pre-Approval,Closed - APPR Approved,MPHP-134078879,20
MetroPlus Health Plan,95546,GoldCare Forms,HOrg02G.003C Large Group Only - HMO,Normal Pre-Approval,Closed - APPR Approved,MPHP-133737254,20
MetroPlus Health Plan,95546,GoldCare Forms,HOrg02G.003C Large Group Only - HMO,Normal Pre-Approval,Closed - APPR Approved,MPHP-132217640,20
MetroPlus Health Plan,95546,GoldCare Forms Rider,HOrg02G.003D Large Group Only - Other,Normal Pre-Approval,Closed - APPR Approved,MPHP-134388411,20
MetroPlus Health Plan,95546,GoldCare Forms Rider,HOrg02G.003D Large Group Only - Other,Normal Pre-Approval,Closed - APPR Approved,MPHP-134576614,20
MetroPlus Health Plan,95546,MetroPlus IND Form - OFF,H16I.005C Individual - Other,2020 Off Exchange Medical Forms,Closed - APPR Approved,MPHP-131912175,20
MetroPlus Health Plan,95546,MetroPlus IND Form - Off,H16I.005C Individual - Other,2019 Off Exchange Medical Forms,Closed - APPR Approved,MPHP-131475140,20
MetroPlus Health Plan,95546,MetroPlus IND Form - On,H16I.005C Individual - Other,2020 Exchange Medical Forms,Closed - APPR Approved,MPHP-131912127,20
MetroPlus Health Plan,95546,MetroPlus IND Form - On,H16I.005C Individual - Other,2019 Exchange Medical Forms,Closed - APPR Approved,MPHP-131475249,20
MetroPlus Health Plan,95546,MetroPlus IND Form – Off,H16I.005C Individual - Other,2021 Off Exchange Medical Forms,Closed - APPR Approved,MPHP-132346243,20
MetroPlus Health Plan,95546,MetroPlus IND Form – On,H16I.005C Individual - Other,2022 Exchange Medical Forms,Closed - APPR Approved,MPHP-132833501,20
